Customer_ID,Age,Gender,City,Annual_Income,Purchase_Frequency,Total_Spending,Average_Order_Value,Max_Single_Spend,Total_Items_Count,Discount_Usage_Rate,Preferred_Category,Days_Since_Last_Purchase,Customer_Lifetime_Days,Monthly_Purchase_Rate,Cluster_KMeans,Cluster_Agglomerative,Cluster_DBSCAN,PCA1,PCA2,PCA3_1,PCA3_2,PCA3_3,Customer_Persona,RFM_Segment,RFM_Score,Predicted_CLV_3Yr,CLV_Tier
CUST-1013,33,Non-Binary,Houston,60347.17,21,3285.0,156.43,427.0,56,0.0595,Makeup,1,1090,0.58,0,0,0,-0.4727037730952277,0.013081485818849738,-0.4727037730952277,0.013081485818849738,-0.26187817478093395,Occasional / New Shoppers 🌱,New / Promising,522,3285.0,Bronze Tier 🥉
CUST-1014,45,Female,New York,44609.57,16,1523.0,95.19,157.0,43,0.0625,Fragrance,1,1092,0.44,0,0,-1,-3.509822107380801,1.8716613583890076,-3.509822107380801,1.8716613583890076,-1.165028096482022,Occasional / New Shoppers 🌱,New / Promising,511,1523.0,Bronze Tier 🥉
CUST-1015,30,Female,Los Angeles,59719.09,32,5509.0,172.16,427.0,82,0.0594,Makeup,1,1093,0.88,2,1,0,2.885675757003118,-0.3495891920918341,2.885675757003118,-0.3495891920918341,-0.6353227698991398,VIP Cosmetics Enthusiasts ✨,Champions,555,5509.0,Platinum Tier 💎
CUST-1016,62,Male,Seattle,106994.03,32,5684.0,177.62,427.0,77,0.0734,Bath & Body,1,1093,0.88,2,1,-1,3.1015778827715548,-0.02436202376756849,3.1015778827715548,-0.02436202376756849,0.23193312788397583,VIP Cosmetics Enthusiasts ✨,Champions,555,5684.0,Platinum Tier 💎
CUST-1017,45,Male,Miami,65663.09,25,3808.0,152.32,427.0,59,0.064,Fragrance,1,1091,0.69,0,0,0,0.35894553199701124,0.5438204871654848,0.35894553199701124,0.5438204871654848,-0.33702484069241107,Occasional / New Shoppers 🌱,Loyal Customers,543,3808.0,Silver Tier 🥈
CUST-1018,58,Female,Seattle,34482.16,33,5875.0,178.03,427.0,89,0.0606,Makeup,1,1093,0.91,2,1,-1,3.434409783328118,1.5723687873626417,3.434409783328118,1.5723687873626417,-0.09654731679557446,VIP Cosmetics Enthusiasts ✨,Champions,555,5875.0,Platinum Tier 💎
CUST-1019,58,Female,Houston,129283.89,11,1902.0,172.91,427.0,35,0.0591,Bath & Body,2,729,0.45,0,0,-1,-2.519114712510619,-0.6893039802041061,-2.519114712510619,-0.6893039802041061,0.6674739324864546,Occasional / New Shoppers 🌱,New / Promising,311,1902.0,Bronze Tier 🥉
CUST-1020,51,Female,Dallas,45262.88,30,4672.0,155.73,427.0,69,0.065,Makeup,1,1092,0.82,2,1,0,1.724504640546559,1.30083553232048,1.724504640546559,1.30083553232048,-0.37072306678483435,VIP Cosmetics Enthusiasts ✨,Champions,555,4672.0,Gold Tier 🥇
CUST-1021,43,Female,Los Angeles,68675.57,22,3506.0,159.36,427.0,45,0.0705,Fragrance,2,1089,0.61,1,0,0,-0.13385190255333249,0.2457126556902712,-0.13385190255333249,0.2457126556902712,0.3413147856827418,Occasional / New Shoppers 🌱,Potential Loyalists,323,3506.0,Bronze Tier 🥉
CUST-1022,35,Female,Miami,62515.21,25,3466.0,138.64,335.0,64,0.066,Haircare,1,1091,0.69,0,0,0,-0.15317364013572426,0.3283387723671096,-0.15317364013572426,0.3283387723671096,-0.6637189708873298,Occasional / New Shoppers 🌱,Loyal Customers,543,3466.0,Bronze Tier 🥉
CUST-1023,43,Female,Dallas,84837.33,17,2348.0,138.12,427.0,51,0.0529,Haircare,357,737,0.69,3,2,2,-2.5152208768138116,-0.8671914286217682,-2.5152208768138116,-0.8671914286217682,-1.0393002758764458,Frequent Budget Buyers 🛍️,Lost Customers,111,2348.0,Bronze Tier 🥉
CUST-1024,52,Female,San Francisco,90988.57,28,3897.0,139.18,365.0,65,0.0714,Skincare,2,1092,0.77,2,1,0,0.5517731369176132,0.4659717060998656,0.5517731369176132,0.4659717060998656,-0.5901641073909353,VIP Cosmetics Enthusiasts ✨,Loyal Customers,354,3897.0,Silver Tier 🥈
CUST-1025,31,Female,Chicago,98199.87,23,4041.0,175.7,427.0,61,0.0717,Haircare,2,1092,0.63,1,0,0,0.6601228157591185,-1.3251277915472537,0.6601228157591185,-1.3251277915472537,0.48217747595336313,Occasional / New Shoppers 🌱,Loyal Customers,334,4041.0,Silver Tier 🥈
CUST-1026,26,Female,Los Angeles,78633.27,28,4108.0,146.71,427.0,85,0.0946,Haircare,1,1092,0.77,1,3,-1,0.8154150323424918,-0.6731082578560088,0.8154150323424918,-0.6731082578560088,0.6052580974015755,Occasional / New Shoppers 🌱,Champions,554,4108.0,Silver Tier 🥈
CUST-1027,41,Female,Los Angeles,56158.45,25,3221.0,128.84,298.0,62,0.066,Fragrance,2,1092,0.69,0,0,0,-0.5066112363160264,0.930146160038728,-0.5066112363160264,0.930146160038728,-0.8281613326699723,Occasional / New Shoppers 🌱,Lost Customers,342,3221.0,Bronze Tier 🥉
CUST-1028,48,Female,Miami,59496.58,30,4485.0,149.5,427.0,73,0.08,Fragrance,2,1091,0.82,2,1,0,1.4452923674244853,0.8740357783139132,1.4452923674244853,0.8740357783139132,0.11377040796742639,VIP Cosmetics Enthusiasts ✨,Loyal Customers,355,4485.0,Gold Tier 🥇
CUST-1029,41,Female,San Francisco,82147.91,17,2999.0,176.41,427.0,46,0.0794,Haircare,1,1091,0.47,1,3,0,-0.8641085230010395,-0.45155316951239416,-0.8641085230010395,-0.45155316951239416,1.4798177742257768,Occasional / New Shoppers 🌱,New / Promising,512,2999.0,Bronze Tier 🥉
CUST-1030,58,Non-Binary,Seattle,68212.67,26,3994.0,153.62,341.0,60,0.0904,Bath & Body,1,1093,0.71,1,3,0,0.6371533826740609,1.0732256242239735,0.6371533826740609,1.0732256242239735,1.0576855756536665,Occasional / New Shoppers 🌱,Champions,544,3994.0,Silver Tier 🥈
CUST-1031,44,Female,Miami,50741.94,25,4082.0,163.28,427.0,71,0.072,Fragrance,356,736,1.02,3,2,1,0.26726464269060535,-0.3594763161854993,0.26726464269060535,-0.3594763161854993,0.22888568965480238,Frequent Budget Buyers 🛍️,Need Attention,244,4082.0,Silver Tier 🥈
CUST-1032,50,Female,San Francisco,76200.39,21,2938.0,139.9,427.0,54,0.1071,Fragrance,356,375,1.68,3,2,-1,-1.563387966515269,-0.39415253956442237,-1.563387966515269,-0.39415253956442237,1.5695298604039911,Frequent Budget Buyers 🛍️,Need Attention,222,5147.2,Gold Tier 🥇
CUST-1033,58,Female,Miami,52659.97,23,3165.0,137.61,338.0,56,0.063,Fragrance,356,734,0.94,3,2,1,-1.1217671828994507,0.6883485392962941,-1.1217671828994507,0.6883485392962941,-0.63642687302916,Frequent Budget Buyers 🛍️,Need Attention,232,3165.0,Bronze Tier 🥉
CUST-1034,37,Female,Dallas,86196.22,20,2161.0,108.05,265.0,55,0.08,Haircare,1,1093,0.55,0,0,0,-2.3432560167060665,0.2617621903622652,-2.3432560167060665,0.2617621903622652,-0.5294413722932672,Occasional / New Shoppers 🌱,New / Promising,521,2161.0,Bronze Tier 🥉
CUST-1035,18,Male,New York,55672.55,22,3362.0,152.82,326.0,52,0.0705,Bath & Body,1,1093,0.6,0,3,0,-0.37090158344635177,-0.5795130329612164,-0.37090158344635177,-0.5795130329612164,0.019459166819724382,Occasional / New Shoppers 🌱,New / Promising,522,3362.0,Bronze Tier 🥉
CUST-1036,20,Female,Seattle,65182.88,17,2924.0,172.0,427.0,47,0.0735,Makeup,1,1090,0.47,1,0,0,-1.0011106080058287,-1.0081111509097715,-1.0011106080058287,-1.0081111509097715,0.9745612457195951,Occasional / New Shoppers 🌱,New / Promising,512,2924.0,Bronze Tier 🥉
CUST-1037,35,Female,Dallas,33473.28,18,3017.0,167.61,427.0,40,0.0639,Bath & Body,1,1091,0.49,0,0,0,-0.8410978758256223,0.5983943402729863,-0.8410978758256223,0.5983943402729863,0.6240696760749719,Occasional / New Shoppers 🌱,New / Promising,512,3017.0,Bronze Tier 🥉
CUST-1038,35,Female,San Francisco,67589.71,22,2887.0,131.23,319.0,58,0.0705,Skincare,356,738,0.89,3,2,1,-1.6075444583435754,-0.7440151872942562,-1.6075444583435754,-0.7440151872942562,-0.6491364207455895,Frequent Budget Buyers 🛍️,Need Attention,221,2887.0,Bronze Tier 🥉
CUST-1039,33,Male,Miami,109717.24,17,3674.0,216.12,427.0,44,0.0824,Fragrance,356,734,0.69,3,2,-1,-0.17166898148919418,-3.15331614836898,-0.17166898148919418,-3.15331614836898,2.240094656673067,Frequent Budget Buyers 🛍️,Lost Customers,213,3674.0,Silver Tier 🥈
CUST-1040,36,Female,New York,55023.46,23,3140.0,136.52,295.0,66,0.0652,Makeup,2,1092,0.63,0,0,0,-0.6855742036040291,0.5860329739703107,-0.6855742036040291,0.5860329739703107,-0.5719328598953001,Occasional / New Shoppers 🌱,Lost Customers,332,3140.0,Bronze Tier 🥉
CUST-1041,45,Female,New York,87492.28,25,3984.0,159.36,405.0,58,0.074,Fragrance,1,1092,0.69,1,3,0,0.5961137403607984,-0.11493572571086816,0.5961137403607984,-0.11493572571086816,0.22473138157465006,Occasional / New Shoppers 🌱,Champions,544,3984.0,Silver Tier 🥈
CUST-1042,57,Male,Houston,90302.31,22,3789.0,172.23,427.0,57,0.0568,Bath & Body,358,735,0.9,3,2,1,-0.1797003909965865,-0.8066382618746971,-0.1797003909965865,-0.8066382618746971,-0.20382172287150369,Frequent Budget Buyers 🛍️,Lost Customers,123,3789.0,Silver Tier 🥈
CUST-1043,28,Female,Chicago,56074.72,23,3660.0,159.13,427.0,61,0.0652,Fragrance,357,737,0.94,3,2,1,-0.3925614816864603,-1.2212825380773868,-0.3925614816864603,-1.2212825380773868,-0.2588137480661508,Frequent Budget Buyers 🛍️,At Risk,133,3660.0,Silver Tier 🥈
CUST-1044,48,Female,Los Angeles,82168.93,16,2401.0,150.06,412.0,37,0.1062,Makeup,2,1091,0.44,1,3,-1,-1.9294554115788716,0.23659963083465546,-1.9294554115788716,0.23659963083465546,2.271949517691931,Occasional / New Shoppers 🌱,New / Promising,311,2401.0,Bronze Tier 🥉
CUST-1045,63,Female,Chicago,58765.44,23,3502.0,152.26,427.0,55,0.0804,Skincare,1,1093,0.63,1,0,0,-0.12085214410751001,1.58360517519166,-0.12085214410751001,1.58360517519166,0.8233469756840828,Occasional / New Shoppers 🌱,Loyal Customers,533,3502.0,Bronze Tier 🥉
CUST-1046,42,Female,Chicago,109222.88,25,3854.0,154.16,427.0,50,0.058,Bath & Body,356,733,1.02,3,2,1,-0.09661087707094787,-1.7389087278629292,-0.09661087707094787,-1.7389087278629292,-1.0583063316092072,Frequent Budget Buyers 🛍️,Need Attention,243,3854.0,Silver Tier 🥈
CUST-1047,62,Male,San Francisco,22400.88,16,2249.0,140.56,427.0,38,0.0656,Fragrance,356,737,0.65,3,2,-1,-2.6260799194868913,1.561935716091155,-2.6260799194868913,1.561935716091155,0.25434604137758093,Frequent Budget Buyers 🛍️,Lost Customers,211,2249.0,Bronze Tier 🥉
CUST-1048,28,Female,Houston,49843.58,26,4868.0,187.23,427.0,61,0.0769,Skincare,2,1090,0.72,2,1,0,1.8983088931385514,-0.4683700120682706,1.8983088931385514,-0.4683700120682706,1.0819076579649887,VIP Cosmetics Enthusiasts ✨,Loyal Customers,345,4868.0,Gold Tier 🥇
CUST-1049,19,Female,Seattle,60221.3,20,3119.0,155.95,330.0,50,0.0625,Bath & Body,356,737,0.81,3,2,1,-1.2454128823138495,-1.7227519049636006,-1.2454128823138495,-1.7227519049636006,-0.3761897631833881,Frequent Budget Buyers 🛍️,Need Attention,222,3119.0,Bronze Tier 🥉
CUST-1050,49,Non-Binary,San Francisco,62870.48,20,2411.0,120.55,273.0,49,0.08,Skincare,1,1093,0.55,0,0,0,-1.9060020184957305,1.2486115601385115,-1.9060020184957305,1.2486115601385115,0.03502505005449954,Occasional / New Shoppers 🌱,New / Promising,521,2411.0,Bronze Tier 🥉
CUST-1051,37,Female,Houston,46371.56,26,3675.0,141.35,281.0,55,0.0577,Bath & Body,2,1092,0.71,0,1,0,0.19745330029544755,0.7960821595238023,0.19745330029544755,0.7960821595238023,-0.9700791029137485,Occasional / New Shoppers 🌱,Loyal Customers,343,3675.0,Silver Tier 🥈
CUST-1052,30,Female,San Francisco,68101.89,24,3757.0,156.54,427.0,58,0.0688,Makeup,1,1092,0.66,0,0,0,0.2512950644798091,-0.33685993230249317,0.2512950644798091,-0.33685993230249317,-0.06759133717818362,Occasional / New Shoppers 🌱,Loyal Customers,533,3757.0,Silver Tier 🥈
CUST-1053,30,Female,Houston,66462.48,17,3115.0,183.24,427.0,40,0.0765,Fragrance,1,1087,0.47,1,0,0,-0.651575976780113,-0.7091733377448967,-0.651575976780113,-0.7091733377448967,1.5006290910481277,Occasional / New Shoppers 🌱,New / Promising,512,3115.0,Bronze Tier 🥉
CUST-1054,64,Male,Houston,55815.19,28,4831.0,172.54,427.0,71,0.0679,Makeup,2,1091,0.77,2,1,0,1.894204356642007,1.418009674725903,1.894204356642007,1.418009674725903,0.40415441124672,VIP Cosmetics Enthusiasts ✨,Loyal Customers,355,4831.0,Gold Tier 🥇
CUST-1055,28,Female,Seattle,72207.11,25,3454.0,138.16,317.0,67,0.068,Skincare,2,1090,0.69,0,0,0,-0.186003022650698,-0.25753333172103776,-0.186003022650698,-0.25753333172103776,-0.6941329511955219,Occasional / New Shoppers 🌱,Loyal Customers,343,3454.0,Bronze Tier 🥉
CUST-1056,47,Female,New York,77971.46,25,3479.0,139.16,427.0,70,0.054,Makeup,1,1093,0.69,0,0,0,-0.12404526553233196,0.5555638954780799,-0.12404526553233196,0.5555638954780799,-1.2316469049018932,Occasional / New Shoppers 🌱,Loyal Customers,543,3479.0,Bronze Tier 🥉
CUST-1057,22,Female,New York,28829.78,21,3246.0,154.57,336.0,41,0.0643,Makeup,2,1090,0.58,0,0,0,-0.529711436335905,0.2581073070876072,-0.529711436335905,0.2581073070876072,0.008565233462926331,Occasional / New Shoppers 🌱,New / Promising,322,3246.0,Bronze Tier 🥉
CUST-1058,41,Female,San Francisco,62716.28,23,4284.0,186.26,427.0,61,0.0935,Makeup,1,1090,0.63,1,3,0,1.047675004748167,-0.14127594813250705,1.047675004748167,-0.14127594813250705,2.1419987505762714,Occasional / New Shoppers 🌱,Loyal Customers,534,4284.0,Silver Tier 🥈
CUST-1059,60,Female,New York,49869.09,16,2407.0,150.44,287.0,43,0.1,Haircare,2,1088,0.44,1,3,-1,-1.8822422658923186,1.632876808052763,-1.8822422658923186,1.632876808052763,2.2608707860525246,Occasional / New Shoppers 🌱,New / Promising,311,2407.0,Bronze Tier 🥉
CUST-1060,32,Female,Houston,22000.0,18,2683.0,149.06,369.0,45,0.0472,Fragrance,1,1091,0.49,0,0,-1,-1.405526979544637,1.0269571591218307,-1.405526979544637,1.0269571591218307,-0.6592970910108656,Occasional / New Shoppers 🌱,New / Promising,511,2683.0,Bronze Tier 🥉
CUST-1061,43,Male,Seattle,92100.95,22,4487.0,203.95,427.0,55,0.0909,Fragrance,1,1091,0.6,1,1,0,1.375254135373048,-1.0251813906506815,1.375254135373048,-1.0251813906506815,2.391452107455691,Occasional / New Shoppers 🌱,Potential Loyalists,525,4487.0,Gold Tier 🥇
CUST-1062,50,Male,Los Angeles,61365.24,22,3244.0,147.45,326.0,58,0.0659,Makeup,1,1092,0.6,0,0,0,-0.5293003261838694,0.9624813953575407,-0.5293003261838694,0.9624813953575407,-0.09372580702048097,Occasional / New Shoppers 🌱,New / Promising,522,3244.0,Bronze Tier 🥉
CUST-1063,21,Female,Houston,64751.82,20,3738.0,186.9,427.0,47,0.065,Makeup,357,732,0.82,3,2,1,-0.2294952414921678,-2.19957659714875,-0.2294952414921678,-2.19957659714875,0.5449845314474671,Frequent Budget Buyers 🛍️,Lost Customers,123,3738.0,Silver Tier 🥈
CUST-1064,51,Female,Miami,91238.6,19,3122.0,164.32,427.0,58,0.0711,Fragrance,2,1091,0.52,1,0,0,-0.7245095377752608,0.010657606206239331,-0.7245095377752608,0.010657606206239331,0.6504736983990691,Occasional / New Shoppers 🌱,New / Promising,312,3122.0,Bronze Tier 🥉
CUST-1065,58,Female,San Francisco,79297.28,28,4770.0,170.36,342.0,65,0.0679,Haircare,1,1092,0.77,2,1,0,1.7901022776057816,0.5778823215306358,1.7901022776057816,0.5778823215306358,0.16172286338350927,VIP Cosmetics Enthusiasts ✨,Champions,555,4770.0,Gold Tier 🥇
CUST-1066,50,Non-Binary,Seattle,45404.3,21,3339.0,159.0,315.0,54,0.0714,Haircare,2,1092,0.58,0,0,0,-0.37328583878982446,1.1696740101460228,-0.37328583878982446,1.1696740101460228,0.6399227661357867,Occasional / New Shoppers 🌱,New / Promising,322,3339.0,Bronze Tier 🥉
CUST-1067,24,Female,Chicago,57882.1,19,3292.0,173.26,387.0,51,0.0447,Makeup,1,1093,0.52,0,0,0,-0.41454556695483835,-0.6050729722706453,-0.41454556695483835,-0.6050729722706453,-0.49903827356305464,Occasional / New Shoppers 🌱,New / Promising,512,3292.0,Bronze Tier 🥉
CUST-1068,38,Non-Binary,Miami,56377.5,24,3862.0,160.92,427.0,64,0.0771,Haircare,1,1093,0.66,1,3,0,0.4166310339053235,0.2720337474457967,0.4166310339053235,0.2720337474457967,0.6012705888910665,Occasional / New Shoppers 🌱,Loyal Customers,534,3862.0,Silver Tier 🥈
CUST-1069,21,Female,Dallas,59628.99,13,2175.0,167.31,427.0,30,0.0692,Bath & Body,2,1092,0.36,0,3,-1,-2.1522394269123377,-0.7537071038918959,-2.1522394269123377,-0.7537071038918959,0.9500891371006099,Occasional / New Shoppers 🌱,New / Promising,311,2175.0,Bronze Tier 🥉
CUST-1070,29,Female,Houston,109664.1,21,3076.0,146.48,427.0,57,0.0381,Bath & Body,2,1092,0.58,0,0,0,-0.8274517091379023,-1.2235074549857285,-0.8274517091379023,-1.2235074549857285,-1.9096957551011478,Occasional / New Shoppers 🌱,New / Promising,322,3076.0,Bronze Tier 🥉
CUST-1071,35,Female,San Francisco,53475.19,26,5408.0,208.0,427.0,67,0.0577,Skincare,1,1092,0.71,2,1,-1,2.7005131453953575,-0.4963030950927107,2.7005131453953575,-0.4963030950927107,0.6988194613509554,VIP Cosmetics Enthusiasts ✨,Champions,545,5408.0,Platinum Tier 💎
CUST-1072,58,Male,San Francisco,22000.0,24,3548.0,147.83,332.0,58,0.0417,Fragrance,1,1093,0.66,0,0,0,0.012477055411422982,2.364093139473739,0.012477055411422982,2.364093139473739,-1.1417988363830442,Occasional / New Shoppers 🌱,Loyal Customers,533,3548.0,Bronze Tier 🥉
CUST-1073,58,Female,Los Angeles,77817.09,29,4391.0,151.41,390.0,74,0.0621,Fragrance,2,1092,0.8,2,1,0,1.293316510300048,0.915386902318934,1.293316510300048,0.915386902318934,-0.6805747361018728,VIP Cosmetics Enthusiasts ✨,Loyal Customers,354,4391.0,Silver Tier 🥈
CUST-1074,58,Female,Chicago,45349.82,21,3030.0,144.29,335.0,58,0.069,Makeup,1,1090,0.58,0,0,0,-0.8597327718435444,1.7953138676340707,-0.8597327718435444,1.7953138676340707,0.21075867074844987,Occasional / New Shoppers 🌱,New / Promising,522,3030.0,Bronze Tier 🥉
CUST-1075,36,Female,Dallas,98106.85,23,4640.0,201.74,427.0,55,0.0761,Makeup,1,1092,0.63,2,1,0,1.5814651865887857,-1.4693456629831743,1.5814651865887857,-1.4693456629831743,1.424788656644039,VIP Cosmetics Enthusiasts ✨,Loyal Customers,535,4640.0,Gold Tier 🥇
CUST-1076,23,Female,Los Angeles,108511.99,24,3598.0,149.92,354.0,64,0.0854,Skincare,1,1088,0.66,1,3,0,-0.033132992432167566,-1.6036722507478176,-0.033132992432167566,-1.6036722507478176,0.30367803501240775,Occasional / New Shoppers 🌱,Loyal Customers,533,3598.0,Bronze Tier 🥉
CUST-1077,37,Female,Seattle,40236.54,23,2949.0,128.22,331.0,59,0.0543,Haircare,2,1092,0.63,0,0,0,-0.9593407968383257,1.1404741266500547,-0.9593407968383257,1.1404741266500547,-1.2423578011196523,Occasional / New Shoppers 🌱,Lost Customers,332,2949.0,Bronze Tier 🥉
CUST-1078,21,Female,Chicago,85340.49,32,4851.0,151.59,427.0,77,0.0703,Bath & Body,1,1092,0.88,2,1,0,1.9832394346740774,-1.1189224016948554,1.9832394346740774,-1.1189224016948554,-0.8450999997279465,VIP Cosmetics Enthusiasts ✨,Champions,555,4851.0,Gold Tier 🥇
CUST-1079,64,Female,Miami,46274.18,23,2861.0,124.39,349.0,63,0.0804,Makeup,2,1091,0.63,0,0,0,-1.0972267410885614,2.3577198386988623,-1.0972267410885614,2.3577198386988623,0.1794491624943718,Occasional / New Shoppers 🌱,Lost Customers,331,2861.0,Bronze Tier 🥉
CUST-1080,40,Female,Seattle,50116.26,16,2147.0,134.19,427.0,39,0.0625,Fragrance,2,1089,0.44,0,0,0,-2.3537877723940093,0.9193316669111979,-2.3537877723940093,0.9193316669111979,-0.22762431515814666,Occasional / New Shoppers 🌱,New / Promising,311,2147.0,Bronze Tier 🥉
CUST-1081,20,Female,Seattle,61249.08,23,3798.0,165.13,427.0,65,0.0609,Makeup,1,1091,0.63,0,0,0,0.31192206458324906,-0.7865103996513224,0.31192206458324906,-0.7865103996513224,-0.22514020719662528,Occasional / New Shoppers 🌱,Loyal Customers,533,3798.0,Silver Tier 🥈
CUST-1082,62,Female,Seattle,98465.12,24,3582.0,149.25,340.0,56,0.0729,Skincare,2,1092,0.66,1,3,0,-0.009263631047719035,0.6126494165119813,-0.009263631047719035,0.6126494165119813,0.06702444805516819,Occasional / New Shoppers 🌱,Loyal Customers,333,3582.0,Bronze Tier 🥉
CUST-1083,36,Female,Seattle,81241.82,25,3744.0,149.76,427.0,69,0.048,Bath & Body,357,737,1.02,3,2,1,-0.2389559079677051,-1.2710002368026208,-0.2389559079677051,-1.2710002368026208,-1.5717766118262517,Frequent Budget Buyers 🛍️,At Risk,143,3744.0,Silver Tier 🥈
CUST-1084,58,Female,Seattle,31323.31,29,4406.0,151.93,427.0,62,0.0707,Bath & Body,357,737,1.18,3,2,-1,0.839111280277416,0.9967467397302076,0.839111280277416,0.9967467397302076,-0.16813854850379584,Frequent Budget Buyers 🛍️,At Risk,155,4406.0,Gold Tier 🥇
CUST-1085,64,Male,Miami,56653.82,22,3141.0,142.77,320.0,61,0.1,Haircare,1,1092,0.6,1,3,-1,-0.7042077637107973,1.7971180480630449,-0.7042077637107973,1.7971180480630449,1.6508998667643455,Occasional / New Shoppers 🌱,New / Promising,522,3141.0,Bronze Tier 🥉
CUST-1086,19,Female,Dallas,29382.45,35,5200.0,148.57,385.0,96,0.0686,Skincare,1,1090,0.96,2,1,-1,2.6080823437306537,0.21587253716660013,2.6080823437306537,0.21587253716660013,-0.9159847515409841,VIP Cosmetics Enthusiasts ✨,Champions,555,5200.0,Platinum Tier 💎
CUST-1087,33,Female,New York,57658.24,22,3224.0,146.55,395.0,56,0.0773,Haircare,2,1092,0.6,1,0,0,-0.5831472051846088,0.20047031752840683,-0.5831472051846088,0.20047031752840683,0.3222367484895745,Occasional / New Shoppers 🌱,New / Promising,322,3224.0,Bronze Tier 🥉
